url,label
https://nbyuyhig.weebly.com/,1
https://www.360vis.it,0
https://www.tellmeacharm.com,0
https://www.haberturk.com,0
https://meta-maskluginns.godaddysites.com/,1
http://www.dgstrainingacademy.com,1
https://www.statementadvertising.com,0
https://a27cst.webwave.dev/,1
https://www.thebiafratimes.co,0
http://www.bosny.com,1
https://hkabon.cf/,1
http://www.rabotasuper.ru,1
https://www.esrb.org,0
https://www.racp.edu.au,0
https://www.oakhollowgc.com,0
https://bafkreicyzrvctsqxgqdpoo55vkiq5sepcht2zup4oup7q7wpzmyu6nr3xa.ipfs.dweb.link/,1
https://www.pranayums.com,0
https://aol-102167.weeblysite.com/,1
https://www.asiaholidayretreats.com,0
https://www.greenshinto.com,0
https://www.nacchamber.com,0
https://www.ruoyi.vip,0
https://www.mariorr.com,0
https://www.drabblecast.org,0
https://www.trysustain.com,0
http://www.glorymolly.com,1
https://ramhulas-shopeno1.firebaseapp.com/,1
http://www.securewebproxy.net,1
http://www.sognostudio.com,1
https://79dd46a3-7a1f-422d-90f4-19f51282d7fa.id.repl.co/,1
https://hd1-mka1.web.app/,1
https://www.spurlock.illinois.edu,0
https://www.aqualivingvillas.com,0
https://www.yogapod.com,0
https://fleek.ipfs.io/ipfs/qma6bdt2uuz7hyebnzoj6rwktmfwgvk1tulfupasdjaw7o/,1
https://www.fayoum.edu.eg,0
https://bestbuymedical-dot-inlaid-micron-380216.uk.r.appspot.com,1
https://project2b-b3830.web.app/,1
http://www.hangtrentroi.com,1
https://www.oesterreich-bibliotheken.at,0
https://sajjad.ir/bell/bellaliant/32czqo&qd1a61c/bellzall_err.php?email=,1
https://www.bullsbridge.com,0
https://www.qusecure.com,0
http://www.amazcecm-co-jp.amacaeon.ofynwty.cn/,1
http://www.wholesalerbargains.com,1
https://sp733002.sitebeat.crazydomains.com/,1
https://www.northpinepainting.com,0
https://help-facebook-id-102162.198547.com/?content_id=prtg1oq-rwck3hj,1
https://ondrive-623c4.web.app/,1
https://www.wmaker.net,0
https://www.rudrainnovative.com,0
https://www.metromedics.co/templates/beez3/r/royal_cu/login.php,1
https://www.pwc.co.uk,0
http://www.ws027.hemnes.win,1
https://www.punetourism.co.in,0
https://hd2qw2jfnr.web.app/,1
http://www.turkeytravel24.com/washingtonstateemployeescreditunion/,1
http://aktifatio-hel.metaa.liveblog365.com/,1
https://att-101410.weeblysite.com/,1
https://www.itech-group.ru,0
https://www.fractalcorp.com.mx,0
https://www.equilar.com,0
https://www.herbein.com,0
http://www.poolrelay.beeppool.org,1
https://dev-credomattic.pantheonsite.io/,1
https://www.search24online.com,0
https://www.qac.ac.uk,0
https://www.phada.org,0
https://myjayonce.info/mtbank1x,1
https://attcom-101942.square.site/,1
https://www.flyingzacchinis.com,0
https://www.dane.gov.co,0
http://www.tutoriavalorntclsesonlin-vetdri.space,1
https://btinternet-104271.weeblysite.com/,1
http://laovyxpscb.duckdns.org,1
https://broad-ohita-3348.chu.jp/s/c/confirme/smserror.php,1
http://bafybeidvcssa4pnj3d6jbddjgrcbw3z66q5llbj7niqmwz5thjooiz7w4e.ipfs.dweb.link/,1
https://www.scoutmag.ph,0
https://www.oneupweb.com,0
https://www.europeansocialsurvey.org,0
https://www.abbvie.com,0
https://www.cyclonedx.org,0
http://www.suy2up.csb.app,1
https://aol-mail-108876.weeblysite.com/,1
https://bafybeibdyv6qtxqauwkzpadnrzk7perp5fwlkrmbaackkjmq7hzlockusy.ipfs.dweb.link/spauth.html?controlcalidad.gustapan@gustapan.com.ec%20,1
http://www.ndkxq.com,1
https://bt-com-businesss-exceptional-site.webflow.io/,1
http://project249.com/,1
https://9746d77d-2c6e-40b4-a3da-b3e17e5c0428.id.repl.co/,1
https://www.mayoclinicproceedings.org,0
https://www.booknetcanada.ca,0
https://raspy-dawn-8ba8.maroworo90.workers.dev/,1
https://www.ww2wrecks.com,0
https://prudentcelebratedgames.logindia190922.repl.co/,1
https://www.aboutamazon.in,0
https://www.tripoli.k12.ia.us,0
http://www.devanture.com.sg,1
https://maildinshaakckjnw608.web.app/,1
https://www.raynagellert.com,0
