precision,recall
0.5,1.0
0.5000333355557037,1.0
0.5000666755567409,1.0
0.5001000200040008,1.0
0.5001333688983729,1.0
0.5001667222407469,1.0
0.5002000800320128,1.0
0.5002334422730608,1.0
0.5002668089647813,1.0
0.5003001801080649,1.0
0.5003335557038026,1.0
0.5003669357528855,1.0
0.500400320256205,1.0
0.5004337092146527,1.0
0.5004671026291205,1.0
0.5005005005005005,1.0
0.500533902829685,1.0
0.5005673096175666,1.0
0.5005339741022561,0.9998666666666667
0.5005673853547827,0.9998666666666667
0.5006008010680908,0.9998666666666667
0.5006342212430737,0.9998666666666667
0.500667645880625,0.9998666666666667
0.5007010749816385,0.9998666666666667
0.5007345085470085,0.9998666666666667
0.5007679465776294,0.9998666666666667
0.5008013890743956,0.9998666666666667
0.5008348360382021,0.9998666666666667
0.5008682874699439,0.9998666666666667
0.5009017433705163,0.9998666666666667
0.500935203740815,0.9998666666666667
0.5009686685817356,0.9998666666666667
0.5010021378941742,0.9998666666666667
0.5010356116790272,0.9998666666666667
0.501069089937191,0.9998666666666667
0.5011025726695623,0.9998666666666667
0.5011360598770382,0.9998666666666667
0.5011695515605159,0.9998666666666667
0.501203047720893,0.9998666666666667
0.501236548359067,0.9998666666666667
0.5012700534759358,0.9998666666666667
0.5013035630723979,0.9998666666666667
0.5013370771493515,0.9998666666666667
0.5013705957076954,0.9998666666666667
0.5014041187483285,0.9998666666666667
0.5014376462721498,0.9998666666666667
0.5014711782800588,0.9998666666666667
0.5015047147729552,0.9998666666666667
0.5015382557517389,0.9998666666666667
0.5015718012173099,0.9998666666666667
0.5016053511705686,0.9998666666666667
0.5016389056124155,0.9998666666666667
0.5016724645437517,0.9998666666666667
0.501706027965478,0.9998666666666667
0.5017395958784959,0.9998666666666667
0.5017731682837069,0.9998666666666667
0.5018067451820128,0.9998666666666667
0.5018403265743158,0.9998666666666667
0.5018739124615179,0.9998666666666667
0.5019075028445218,0.9998666666666667
0.5019410977242302,0.9998666666666667
0.5020083009773731,0.9998666666666667
0.5020419093526143,0.9998666666666667
0.5020755222281735,0.9998666666666667
0.5021091396049548,0.9998666666666667
0.5021427614838623,0.9998666666666667
0.5021763878658005,0.9998666666666667
0.5022100187516743,0.9998666666666667
0.5022436541423884,0.9998666666666667
0.5022772940388479,0.9998666666666667
0.5023109384419586,0.9998666666666667
0.502344587352626,0.9998666666666667
0.5023782407717559,0.9998666666666667
0.5024118987002546,0.9998666666666667
0.5024455611390285,0.9998666666666667
